"Farmer.","Country","Regions","RegionsDetail","ClimateZones","S1.1a","S1.1b","S1.1c","S1.1d","S1.1e","S1.1f","S1.1g","S1.2a","S1.2b1","S1.2b2","S1.2b3","S1.2c","S1.3a","S1.3b","S1.3c","S1.3d","S1.3e","S1.3f","S1.4","S1.5","S1.6","S1.7","S1.8a","S1.8b","S1.8c","S1.8d","S1.8e","S1.8f","S1.8g","S1.8h","S1.8i","S1.8j","S1.9a","S1.9b","S1.9c","S1.9d","S1.9e","S1.9f","S1.9g","S1.9h","S1.9i","S1.9j","S2.1a1","S2.1a2","S2.1a3","S2.1a4","S2.1aalt","S2.1aalt1","S2.1b1","S2.1b2","S2.1b3","S2.1b4","S2.1balt","S2.1balt1","S2.1c1","S2.1c2","S2.1c3","S2.1c4","S2.1calt","S2.1calt1","S2.1d1","S2.1d2","S2.1d3","S2.1d4","S2.1dalt","S2.1dalt1","S2.2a","S2.2b09","S2.2b10","S2.2b11","S2.2b12","S2.2b13","S2.2b14","S2.2b15","S2.2b16","S2.2b17","S2.2b18","S2.2b19","S2.2c","S2.3a","S2.3b09","S2.3b10","S2.3b11","S2.3b12","S2.3b13","S2.3b14","S2.3b15","S2.3b16","S2.3b17","S2.3b18","S2.3b19","S2.3c","S2.4a","S2.4b09","S2.4b10","S2.4b11","S2.4b12","S2.4b13","S2.4b14","S2.4b15","S2.4b16","S2.4b17","S2.4b18","S2.4b19","S2.4c","S2.5a","S2.5b09","S2.5b10","S2.5b11","S2.5b12","S2.5b13","S2.5b14","S2.5b15","S2.5b16","S2.5b17","S2.5b18","S2.5b19","S2.5c","S2.6a","S2.6b09","S2.6b10","S2.6b11","S2.6b12","S2.6b13","S2.6b14","S2.6b15","S2.6b16","S2.6b17","S2.6b18","S2.6b19","S2.6c","S2.7","S2.8","S3.1a","S3.1b","S3.1c","S3.2a","S3.2b","S3.2c","S3.2d","S3.2e","S3.2f","S3.2g","S3.2h","S3.2i","S3.2j","S3.2k","S3.2l","S3.2m","S3.2n","S3.2o","S3.3","S3.4","S3.5","S4.1a","S4.1b","S4.1c","S4.2a","S4.2b","S4.2c","S4.2d","S4.2e","S4.3a","S4.3b","S4.3c","S4.4","S4.5a","S4.5b","S4.6","S4.6not","S4.7","S4.8","S4.9","S4.10","S5.1a","S5.1b","S5.2a","S5.2b","S5.2c","S5.2d","S5.3","S5.4","S5.5a","S5.5b","S5.5c","S5.5d","S5.5e","S5.5f","S5.5g","S5.5h","S5.5i","S5.5j","S5.5k","S5.5l","S5.5m","S5.5n","S5.5first","S5.6a","S5.6b","S5.6c","S5.6d","S5.6e","S5.6f","S5.6g","S5.6h","S5.6i","S5.6j","S5.6k","S5.6l","S5.6m","S5.6n","S5.6o","S5.6p","S5.6first","S5.7","S5.8","S5.9","S5.10","S5.11","S5.12","S5.13a","S5.13b","S5.13c","S5.13da","S5.13db","S5.13dc","S5.13dd","S5.14aa","S5.14ab","S5.14ac","S5.14ad","S5.14b","S5.14c","S5.15a","S5.15b","S5.15c","S5.15d","S5.16a","S5.16b","S5.17a","S5.17b","S5.17c","S5.17d","S6a.1","S6a.1.5","S6a.1.5related","S6a.2a","S6a.2b","S6a.2c","S6a.2d","S6a.2e","S6a.2f","S6a.2g","S6a.2h","S6a.2i","S6a.2j","S6a.2k","S6a.2l","S6a.2m","S6a.2n","S6a.3","S6a.4","S6a.4related","S6b.1","S6b.1.5","S6b.1.5related","S6b.2a","S6b.2b","S6b.2c","S6b.2d","S6b.2e","S6b.2f","S6b.2g","S6b.2h","S6b.2i","S6b.2j","S6b.2k","S6b.2l","S6b.2m","S6b.2n","S6b.3","S6b.4","S6b.4related","S6Index","S6.1","S6.1.5","S6.1.5related","S6.2a","S6.2b","S6.2c","S6.2d","S6.2e","S6.2f","S6.2g","S6.2h","S6.2i","S6.2j","S6.2k","S6.2l","S6.2m","S6.2n","S6.3","S6.4","S6.4related","S7.1","S7.1alternative","S7.2a","S7.2b","S7.2c","S7.2d","S7.2e","S7.2f","S7.2g","S7.2h","S7.2i","S7.2j","S7.2k","S8.1a","S8.1b","S8.1c","S8.1d","S8.1dspecify","S8.2a1","S8.2a2","S8.2a3","S8.2b","S8.2balternative","S8.2c","S8.2d","S8.3a","S8.3b","S8.3c","S8.3d","S8.4a","S8.4b","S8.5a","S8.5b","S8.5c","S8.6a","S8.6b","S8.6c1","S8.6c2","S8.6c3","S8.6c4","S8.6c5","S8.6c6","S8.6c7","S8.6c8","S8.6d","S8.6e","S8.6e1","S8.7a","S8.7b","S8.7c","S8.8","S8.9","S8.10a","S8.10b","S8.11","S8.12a","S8.12b1","S8.12b2","S8.12c","S8.13","S8.14","S1.2b1.cat","Country.num","Farmer.ID"
11,"Chile","Central",16,"cooler",5,5,1,5,1,1,1,"4_PE","4_TE","3_FFR",NA,3,2,1,2,1,1,2,2,5,1,1,1,3,2,2,3,5,5,5,1,5,1,2,3,1,3,5,5,5,1,5,"TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","YES",0,0,0,0,0,0,0,0,1,0,0,3,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,1,0,3,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,1,0,0,3,2,1,5,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,2,5,1,5,5,5,4,3,4,2,2,"1_CL",NA,NA,3,3,3,"60-80%",0,"3_FFR",3,3,4,5,5,2,2,1,4,1,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",NA,"g","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,3,3,3,"YES",5,4,2,5,1,2,2,2,2,5,5,5,4,3,3,5,5,1,3,3,5,5,4,1,3,1,"1_DO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,"2_OTH",NA,NA,1,"3_FFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",1,"1_DO",NA,0,0,0,0,0,1,0,0,0,0,1,"2_OTH",0,0,1,"3_FFR",NA,"2_CCHOUTNE","2_CCHOUTNE",5,5,6,7,7,1,1,4,4,1,5,"chile     ",68,"M",6,"SOTH",100,NA,NA,"1_FEM","FAMALL",20,"NO",18,18,"NO",NA,1,1,0,30,22,2.6,2,"paloma","van","early",NA,NA,NA,NA,NA,100,"NO",NA,100,0,0,2,2,1,"D","W","NO",NA,NA,NA,3,1,"4",1,"11_C"
12,"Chile","Central",16,"cooler",1,5,5,5,1,1,3,"3_POL","3_IMC","3_M","4_WA",1,2,1,2,1,2,2,3,5,1,5,4,1,3,1,4,3,3,4,1,1,3,1,1,1,4,5,5,2,1,2,"FALSE","FALSE","TRUE","FALSE","decreased","decreased","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","TRUE","FALSE","FALSE","not changed","not changed","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,0,0,4,"YES",0,0,0,0,0,0,0,0,0,0,0,4,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,"2_WAT",0,6,1,2,5,5,5,5,5,5,2,3,"4_WA","2_A","4_TE",5,2,1,"40-60%",0,"3_M",5,5,5,5,5,5,5,2,5,1,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",NA,"g","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,5,5,"I don’t know",5,1,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,2,"2_RR",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,"4_TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",2,"2_RR",NA,0,0,0,0,0,0,1,1,0,0,1,NA,0,0,1,"4_TE",NA,"2_CCHOUTNE","2_CCHOUTNE",7,7,7,7,7,1,1,7,7,1,4,"chile     ",83,"F",7,"EDU",NA,4,NA,"1_FAM","FAMALL",18,"Does not apply",18,18,"NO",NA,1,2,1,10,15,10,6.8,"paloma","van",NA,NA,NA,NA,NA,NA,80,"FR",NA,0,100,0,2,2,2,NA,"W","NO",NA,NA,NA,3,1,"3",1,"12_C"
13,"Chile","Central",16,"cooler",5,5,5,5,1,5,5,"1_U","1_U","4_PE","3_M",4,2,1,2,1,1,2,4,5,2,5,3,2,5,1,3,5,5,1,1,3,3,5,4,5,5,5,5,2,5,5,"TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","YES",0,0,0,0,0,0,0,0,0,0,0,5,"YES",0,0,0,0,0,0,0,0,0,0,0,5,"YES",0,0,0,0,0,0,0,0,1,0,0,5,"YES",0,0,0,0,0,0,0,0,0,0,0,5,"YES",0,0,0,0,0,0,1,0,0,0,0,5,1,1,5,5,5,1,0,0,0,0,0,1,0,1,1,0,0,0,"1_A",0,3,4,2,5,5,5,5,3,3,1,1,"4_WA","1_W","4_PO",5,2,1,"20-40%",0,"3_FFR",3,5,5,5,5,2,5,1,5,1,"NO","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"d",NA,NA,NA,"I don’t know",5,2,1,4,1,5,4,1,4,5,5,3,1,3,1,5,5,1,1,5,5,3,1,1,1,1,"1_DO",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,2,"3_FFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",1,"1_DO",NA,0,0,0,0,0,0,1,1,0,0,1,NA,0,0,2,"3_FFR",NA,"3_ORCHNEG","3_ONEGREP",1,7,7,7,7,1,1,7,7,1,4,"chile     ",70,"F",5,NA,100,NA,NA,"1_IN","FAMALL",32,"YES",32,32,"NO",NA,5,1,1,12,20,4.5,1,"paloma",NA,NA,NA,NA,NA,NA,NA,80,"FR",NA,0,100,0,2,2,1,"H","W","NO",NA,NA,NA,2,1,"1",1,"13_C"
14,"Chile","Central",16,"cooler",1,5,5,5,3,5,5,"2_DR","4_PE","3_IMC",NA,1,2,1,2,1,1,1,3,5,5,5,1,1,5,3,1,4,4,3,3,3,1,1,3,1,1,5,3,3,5,5,"TRUE","FALSE","TRUE","TRUE","became unpredictable","became unpredictable","FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","YES",0,0,0,0,0,0,0,0,1,1,0,3,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,1,1,1,0,4,"YES",0,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,1,0,0,0,3,1,1,5,5,5,1,1,1,1,0,0,0,0,1,0,0,1,0,NA,0,NA,NA,2,5,5,5,5,4,5,6,1,"4_WA","4_PE","1_W",4,3,3,"60-80%",0,"3_FFR",3,3,3,5,5,3,5,5,5,3,"YES","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","2_OTH","l","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,3,2,3,"I don’t know",5,1,5,3,2,5,5,5,5,1,5,1,1,5,1,1,1,1,5,5,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1_HP",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,"3_FFR",NA,"b",2,"1_HP",NA,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,4,"3_FFR",NA,"3_ORCHNEG","3_ORCHNEG",4,7,7,7,7,1,1,7,7,4,4,"chile     ",65,"F",2,NA,NA,5,NA,"1_FEM","FAMALL",24,"I don’t know",50,24,"YES",5,1,1,0,0,15,1.5,1,"paloma","early","van",NA,NA,NA,NA,NA,80,"FR",NA,100,0,0,2,2,1,"H","W","NO",NA,NA,NA,3,1,"4",1,"14_C"
15,"Chile","Central",16,"cooler",5,5,5,5,5,5,5,"4_WA","3_M","2_D",NA,3,1,1,1,1,1,1,3,5,3,5,3,3,3,3,1,3,3,2,1,1,3,3,3,3,1,3,3,3,1,1,"FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","FALSE","FALSE","TRUE","FALSE","decreased","decreased","FALSE","FALSE","TRUE","FALSE","decreased","decreased","FALSE","FALSE","TRUE","FALSE","decreased","decreased","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,1,0,0,0,3,"YES",0,0,0,0,0,0,0,1,0,0,0,3,"YES",0,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0,NA,0,1,3,3,5,5,3,1,3,4,1,1,"4_WA","3_M","2_D",5,1,1,"0-20%",0,"3_FFR",3,5,5,5,5,3,3,3,5,2,"YES","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",NA,"e","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,3,3,4,"NO",5,1,3,3,3,5,1,1,5,3,3,5,3,1,5,1,1,1,5,5,1,1,1,5,5,2,"3_OE",NA,1,1,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,2,"3_FFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",2,"3_OE",NA,1,1,1,0,1,0,1,1,0,1,0,NA,0,0,2,"3_FFR",NA,"3_ORCHNEG","3_ORCHNEG",7,6,7,7,7,4,1,1,7,1,7,"chile     ",67,"M",3,NA,50,NA,NA,"1_FAM","FAMALL",50,"NO",50,50,"NO",NA,2,1,2,12,11,1.5,1.5,"reiner","paloma","etc.(8v",NA,NA,NA,NA,NA,100,"NO",NA,5,95,0,2,2,2,NA,NA,"NO",NA,NA,NA,2,1,"3",1,"15_C"
16,"Chile","Central",16,"cooler",5,5,5,5,5,5,5,"1_U","4_PO","3_FFR","4_OTHER",3,2,1,2,1,2,2,3,5,3,5,5,5,5,2,1,5,3,1,1,4,3,5,5,1,1,5,3,5,5,5,"TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","FALSE","TRUE","became unpredictable","became unpredictable","YES",1,0,0,0,0,0,0,0,0,0,0,3,"YES",0,0,0,0,0,0,0,0,0,1,0,3,"YES",0,0,0,0,0,0,0,1,1,1,0,4,"YES",0,0,0,0,0,1,0,0,0,0,0,3,"YES",0,0,0,0,0,0,1,0,0,0,0,3,1,1,5,5,5,1,0,1,0,1,0,1,1,0,0,0,1,0,NA,0,1,3,3,5,5,5,5,4,5,5,3,"4_WA","1_CL",NA,5,1,1,NA,1,"3_FFR",5,5,5,5,5,5,5,5,5,2,"YES","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"h","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,5,3,"I don’t know",5,3,1,3,2,5,5,5,5,3,5,3,3,5,1,1,5,1,5,5,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1_DO",NA,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,2,"3_FFR",NA,"b",2,"1_DO",NA,1,0,1,0,1,0,1,1,0,1,0,NA,0,0,2,"3_FFR",NA,"2_CCHOUTNE","2_CCHOUTNE",4,7,7,7,7,1,6,3,6,1,6,"chile     ",69,"M",5,NA,120,NA,NA,"1_FAM","FAMALL",40,"YES",40,40,"NO",NA,3,2,0,2,2,1.2,1.2,"van","early","lapins",NA,NA,NA,NA,NA,100,"NO",NA,50,50,0,2,2,1,"D","W","NO",NA,NA,NA,3,1,"4",1,"16_C"
17,"Chile","Central",16,"cooler",5,3,5,5,1,5,3,"2_DR","3_M",NA,NA,3,2,2,2,2,2,2,3,5,3,3,1,1,2,1,1,4,3,5,1,1,1,1,1,1,1,4,2,5,1,1,"TRUE","FALSE","TRUE","TRUE","became unpredictable","has changed (up and down)","FALSE","FALSE","TRUE","FALSE","decreased","decreased","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","FALSE","increased","increased","YES",0,0,0,0,0,0,0,1,0,0,0,5,"YES",0,0,0,0,0,0,0,1,0,0,0,5,"YES",1,1,1,1,1,1,1,1,1,1,1,5,"YES",0,0,0,0,0,1,0,0,0,0,0,3,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,5,5,1,1,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,2,3,5,5,5,5,3,3,1,3,"2_DR",NA,NA,5,2,1,"40-60%",0,"3_FFR",5,5,3,5,5,5,3,1,5,3,"YES","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"g","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,3,5,"I don’t know",5,1,3,3,1,5,3,1,5,3,5,5,3,1,1,5,1,1,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"57_UN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b",3,"57_UN",NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,"3_ORCHNEG","3_ORCHNEG",6,4,7,7,4,4,7,7,7,1,4,"chile     ",63,"M",2,NA,10,NA,NA,NA,NA,NA,"Does not apply",10,10,"NO",NA,3,1,0,3,10,2,2,"paloma","van","early",NA,NA,NA,NA,NA,100,"NO",NA,50,50,0,2,2,2,NA,NA,"NO",NA,NA,NA,1,1,"3",1,"17_C"
18,"Chile","Central",16,"cooler",5,5,5,5,3,5,5,"2_DR","1_CL","4_PE","3_M",5,2,1,2,1,1,2,4,5,5,5,5,5,5,2,2,5,1,5,1,5,3,3,3,1,1,3,5,3,1,5,"TRUE","FALSE","TRUE","TRUE","became unpredictable","has changed (up and down)","TRUE","FALSE","TRUE","TRUE","became unpredictable","changed and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","YES",0,0,0,0,0,0,0,1,1,1,0,4,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,1,1,1,0,4,"YES",0,0,0,0,0,0,0,1,1,1,0,4,"YES",0,0,0,0,0,0,0,1,1,1,0,4,1,1,5,5,5,1,0,1,0,0,0,1,1,0,0,0,1,0,NA,0,2,2,3,5,5,5,5,1,5,5,5,"1_OT","4_PO","4_WA",5,2,1,"0-20%",0,"4_PE",5,5,5,5,5,3,5,1,5,1,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"h","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,3,5,3,"I don’t know",5,1,5,5,3,5,1,5,5,3,5,5,5,4,1,1,5,1,3,5,3,5,5,1,5,1,"1_DO",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,"3_FFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a",1,"1_DO",NA,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,3,"3_FFR",NA,"3_ORCHNEG","3_ORCHNEG",4,7,7,7,7,1,1,1,7,1,7,"chile     ",73,"M",5,NA,80,NA,NA,"1_FAM","FAMALL",30,"YES",19,19,"NO",NA,2,2,1,12,30,2,2,"paloma","early","danonay",NA,NA,NA,NA,NA,100,"FR",NA,60,40,0,2,2,1,"D","W","NO",NA,NA,NA,1,1,"1",1,"18_C"
19,"Chile","Central",16,"cooler",5,5,1,5,3,3,1,"1_U","4_PE",NA,NA,3,2,1,2,1,2,2,3,5,1,5,5,3,3,3,5,5,5,5,1,3,5,5,5,5,5,5,4,5,1,3,"TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","FALSE","increased","increased","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,0,1,0,4,"YES",0,0,0,0,0,0,0,1,0,0,0,4,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,1,0,1,0,1,0,0,1,0,0,0,0,1,NA,0,3,2,3,3,5,5,5,5,4,1,2,"2_DR","1_F","1_W",3,2,2,"40-60%",0,"3_IMC",5,5,5,5,5,3,5,4,4,1,"YES","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"h","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,5,5,"YES",5,3,2,4,1,3,3,3,2,3,3,1,3,3,1,1,3,1,5,4,5,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_DO",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,"4_IR",NA,"b",1,"1_DO",NA,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,2,"4_IR",NA,"3_ORCHNEG","3_ORCHNEG",1,4,3,4,4,1,1,4,4,4,4,"chile     ",52,"F",5,NA,22,NA,NA,"1_OTF","OTF",22,"Does not apply",18,18,"NO",NA,2,2,0,3,10,5.5,1,"lapins","van",NA,NA,NA,NA,NA,NA,70,"FR",NA,0,100,0,1,2,1,"G","W","NO",NA,NA,NA,3,1,"4",1,"19_C"
20,"Chile","Central",16,"cooler",5,5,5,5,1,5,1,"2_DR","4_PE","4_TE",NA,5,1,1,2,1,1,2,5,5,4,5,1,5,5,1,1,5,5,5,1,5,1,5,5,1,1,5,5,5,1,5,"TRUE","FALSE","FALSE","FALSE","increased","increased","FALSE","FALSE","TRUE","TRUE","decreased","decreased and unpredictable","TRUE","FALSE","FALSE","FALSE","increased","increased","TRUE","FALSE","FALSE","TRUE","increased","increased and unpredictable","YES",0,0,0,0,0,0,0,0,1,0,0,5,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,1,0,0,0,4,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES",0,0,0,0,0,0,0,0,1,1,0,5,1,1,5,5,5,1,0,0,0,1,0,0,0,1,0,0,0,0,"2_WAT",0,3,4,1,5,5,3,3,3,3,6,6,"2_DR","1_P","1_F",5,2,2,"40-60%",0,"4_IS",3,3,3,5,5,5,4,5,5,3,"YES","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,"h","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,5,5,5,"YES",5,2,5,5,1,5,5,1,2,3,1,1,4,5,1,5,5,1,5,3,5,5,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1_BI",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,"3_FFR",NA,"b",1,"1_BI",NA,0,0,0,0,0,0,0,1,0,0,1,NA,0,0,1,"3_FFR",NA,"3_ORCHPOS","3_ORCHPOS",1,1,1,2,1,1,1,1,1,7,7,"chile     ",73,"M",3,NA,10,NA,NA,"1_OTF","OTF",7,"YES",7,7,"YES",8,5,5,0,4,8,5,0.5,"early","van","paloma",NA,NA,NA,NA,NA,80,"FR",NA,0,100,0,2,2,1,"H","R","NO",NA,NA,NA,3,3,"4",1,"20_C"
